profile_id,role_category,skills,skill_count,experience_years,source
SYN_0242,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Leadership', 'Webpack', 'HTML', 'Vue.js', 'Testing', 'Git']",8,3-5,Synthetic
SYN_0243,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Linux', 'ISO 27001', 'Python', 'Risk Assessment', 'Firewalls', 'NIST', 'Creativity', 'Security Audits', 'Adaptability']",11,3-5,Synthetic
SYN_0244,UI/UX Designer,"['Wireframing', 'Communication', 'Illustrator', 'Sketch', 'User Flows', 'Time Management', 'Design Systems', 'Visual Design']",8,0-2,Synthetic
SYN_0245,DevOps Engineer,"['AWS', 'Bash', 'Communication', 'Jenkins', 'Prometheus', 'Python', 'Monitoring', 'Critical Thinking', 'Adaptability', 'Grafana', 'Git', 'Docker']",12,3-5,Synthetic
SYN_0246,Data Scientist,"['A/B Testing', 'Scikit-learn', 'Leadership', 'PyTorch', 'Python', 'Problem Solving', 'SQL', 'Tableau', 'Statistics', 'Deep Learning', 'Machine Learning', 'Time Management', 'TensorFlow']",13,3-5,Synthetic
SYN_0247,Software Developer,"['Communication', 'Leadership', 'JavaScript', 'Version Control', 'REST APIs', 'Object-Oriented Programming', 'Testing', 'Git', 'Data Structures']",9,3-5,Synthetic
SYN_0248,Mobile Developer,"['iOS', 'Java', 'Flutter', 'Communication', 'App Store Deployment', 'Swift', 'Adaptability', 'Testing']",8,5-8,Synthetic
SYN_0249,Software Developer,"['Python', 'SQL', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'REST APIs', 'Agile', 'Testing']",9,5-8,Synthetic
SYN_0250,Software Developer,"['Debugging', 'Java', 'SQL', 'JavaScript', 'Version Control', 'REST APIs', 'Creativity', 'Testing', 'Git', 'Teamwork']",10,3-5,Synthetic
SYN_0251,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Problem Solving', 'Leadership', 'Communication', 'Product Metrics', 'Product Strategy', 'Market Research', 'Creativity', 'MVP', 'Stakeholder Management']",12,0-2,Synthetic
SYN_0252,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'CI/CD', 'Prometheus', 'Monitoring', 'Time Management', 'Creativity', 'Adaptability', 'Git', 'Ansible']",11,0-2,Synthetic
SYN_0253,Backend Developer,"['Microservices', 'Django', 'Linux', 'Java', 'Leadership', 'API Security', 'Critical Thinking', 'MongoDB', 'Node.js', 'Docker']",10,3-5,Synthetic
SYN_0254,Data Analyst,"['Data Warehousing', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']",12,5-8,Synthetic
SYN_0255,Cybersecurity Analyst,"['SIEM', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Problem Solving', 'Network Security', 'Time Management', 'Firewalls', 'Creativity', 'Incident Response', 'Cryptography', 'Penetration Testing']",13,3-5,Synthetic
SYN_0256,Backend Developer,"['Django', 'Linux', 'Database Design', 'Java', 'Python', 'SQL', 'Critical Thinking', 'Authentication', 'Creativity', 'MongoDB', 'Adaptability', 'Docker']",12,0-2,Synthetic
SYN_0257,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Ticketing Systems', 'Software Installation', 'Documentation', 'Troubleshooting', 'Adaptability']",11,8+,Synthetic
SYN_0258,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'Time Management', 'REST APIs', 'HTML', 'React']",11,3-5,Synthetic
SYN_0259,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Communication', 'Leadership', 'Responsive Design', 'JavaScript', 'Next.js', 'Webpack', 'HTML', 'Vue.js']",10,5-8,Synthetic
SYN_0260,DevOps Engineer,"['AWS', 'Bash', 'Linux', 'Problem Solving', 'Communication', 'Python', 'Monitoring', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Git', 'Docker']",12,0-2,Synthetic
SYN_0261,Full Stack Developer,"['Problem Solving', 'HTML/CSS', 'REST APIs', 'TypeScript', 'Creativity', 'MongoDB', 'Node.js', 'React', 'Docker']",9,5-8,Synthetic
SYN_0262,Software Developer,"['Debugging', 'Linux', 'Java', 'Communication', 'SQL', 'JavaScript', 'Critical Thinking', 'Documentation', 'REST APIs', 'Testing', 'Object-Oriented Programming']",11,0-2,Synthetic
SYN_0263,Software Developer,"['Linux', 'Java', 'Problem Solving', 'Communication', 'Algorithms', 'SQL', 'Critical Thinking', 'Version Control', 'Testing', 'Git']",10,8+,Synthetic
SYN_0264,Network Engineer,"['Network Monitoring', 'Leadership', 'Routing', 'Network Security', 'DHCP', 'Firewalls', 'Creativity', 'BGP', 'Teamwork']",9,0-2,Synthetic
SYN_0265,Software Developer,"['Debugging', 'Linux', 'Java', 'Leadership', 'Python', 'SQL', 'Version Control', 'Documentation', 'Creativity', 'Testing', 'Object-Oriented Programming', 'Teamwork']",12,0-2,Synthetic
SYN_0266,UI/UX Designer,"['Wireframing', 'Photoshop', 'Leadership', 'Adobe XD', 'Adaptability', 'User Research', 'Design Systems', 'Accessibility']",8,3-5,Synthetic
SYN_0267,DevOps Engineer,"['Bash', 'Linux', 'CI/CD', 'Critical Thinking', 'Time Management', 'Docker', 'Kubernetes', 'Grafana', 'Ansible']",9,5-8,Synthetic
SYN_0268,DevOps Engineer,"['AWS', 'Bash', 'Communication', 'Python', 'CI/CD', 'Terraform', 'Creativity', 'Kubernetes', 'Ansible', 'Grafana', 'Git', 'Docker']",12,3-5,Synthetic
SYN_0269,Network Engineer,"['Leadership', 'Network Security', 'OSPF', 'DHCP', 'Firewalls', 'Creativity', 'BGP', 'VPN']",8,3-5,Synthetic
SYN_0270,UI/UX Designer,"['Wireframing', 'Figma', 'Prototyping', 'Leadership', 'Sketch', 'Visual Design', 'Design Systems', 'Time Management', 'Creativity', 'Usability Testing', 'User Flows', 'Information Architecture']",12,5-8,Synthetic
SYN_0271,Frontend Developer,"['UI/UX Principles', 'Responsive Design', 'Angular', 'Teamwork', 'Critical Thinking', 'Time Management', 'Webpack', 'TypeScript', 'Git', 'React', 'Tailwind CSS']",11,0-2,Synthetic
SYN_0272,Frontend Developer,"['Problem Solving', 'Angular', 'Teamwork', 'Next.js', 'HTML', 'REST APIs', 'Vue.js', 'React']",8,3-5,Synthetic
SYN_0273,Data Scientist,"['A/B Testing', 'Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'PyTorch', 'Spark', 'SQL', 'Statistics', 'Time Management', 'Machine Learning', 'Critical Thinking', 'TensorFlow']",13,8+,Synthetic
SYN_0274,Data Analyst,"['Communication', 'Python', 'Leadership', 'Tableau', 'Statistics', 'Reporting', 'Data Cleaning', 'Teamwork']",8,0-2,Synthetic
SYN_0275,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Python', 'Algorithms', 'Communication', 'JavaScript', 'Time Management', 'REST APIs', 'Object-Oriented Programming', 'Agile', 'Testing', 'Data Structures']",13,0-2,Synthetic
SYN_0276,Cloud Engineer,"['Networking', 'Serverless', 'Python', 'Google Cloud', 'Monitoring', 'Critical Thinking', 'Terraform', 'Adaptability', 'Kubernetes', 'Infrastructure as Code', 'CloudFormation']",11,3-5,Synthetic
SYN_0277,Software Developer,"['Linux', 'Debugging', 'Java', 'REST APIs', 'Creativity', 'Agile', 'Object-Oriented Programming', 'Teamwork']",8,0-2,Synthetic
SYN_0278,Frontend Developer,"['Problem Solving', 'JavaScript', 'Angular', 'REST APIs', 'TypeScript', 'React', 'Creativity', 'Vue.js', 'Git', 'Tailwind CSS']",10,3-5,Synthetic
SYN_0279,Data Scientist,"['Pandas', 'NumPy', 'Scikit-learn', 'Leadership', 'Python', 'Spark', 'Deep Learning', 'Big Data', 'Machine Learning', 'Adaptability', 'TensorFlow', 'Teamwork']",12,0-2,Synthetic
SYN_0280,DevOps Engineer,"['AWS', 'Scripting', 'Linux', 'Communication', 'Jenkins', 'Python', 'Time Management', 'Terraform', 'Grafana', 'Docker']",10,5-8,Synthetic
SYN_0281,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'SQL', 'Statistics', 'ETL', 'Creativity', 'Adaptability', 'Looker']",9,5-8,Synthetic
SYN_0282,UI/UX Designer,"['Wireframing', 'Figma', 'Photoshop', 'Communication', 'Visual Design', 'User Flows', 'Adaptability', 'User Research', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Teamwork']",12,5-8,Synthetic
SYN_0283,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Responsive Design', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'TypeScript', 'React', 'Adaptability', 'Git', 'Tailwind CSS']",12,0-2,Synthetic
SYN_0284,Frontend Developer,"['UI/UX Principles', 'CSS', 'Leadership', 'Communication', 'JavaScript', 'Critical Thinking', 'Next.js', 'Webpack', 'HTML', 'Vue.js', 'Testing']",11,5-8,Synthetic
SYN_0285,Network Engineer,"['DNS', 'TCP/IP', 'VLAN', 'OSPF', 'Critical Thinking', 'Firewalls', 'DHCP', 'Creativity', 'BGP', 'VPN', 'Wireshark']",11,3-5,Synthetic
SYN_0286,Backend Developer,"['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Leadership', 'Redis', 'REST APIs', 'Authentication', 'Spring Boot', 'Creativity', 'Node.js']",13,0-2,Synthetic
SYN_0287,Data Scientist,"['A/B Testing', 'NumPy', 'PyTorch', 'Python', 'SQL', 'Tableau', 'Statistics', 'Spark', 'Time Management', 'Creativity']",10,5-8,Synthetic
SYN_0288,Product Manager,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'User Research', 'Creativity', 'Product Strategy', 'Stakeholder Management']",11,3-5,Synthetic
SYN_0289,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Communication', 'Critical Thinking', 'Next.js', 'Webpack', 'HTML', 'Vue.js']",9,5-8,Synthetic
SYN_0290,Frontend Developer,"['Leadership', 'Angular', 'Critical Thinking', 'Next.js', 'Time Management', 'HTML', 'Webpack', 'TypeScript', 'Tailwind CSS']",9,5-8,Synthetic
SYN_0291,Data Scientist,"['NumPy', 'Scikit-learn', 'Communication', 'PyTorch', 'Python', 'SQL', 'Critical Thinking', 'Machine Learning', 'TensorFlow']",9,3-5,Synthetic
SYN_0292,Frontend Developer,"['Leadership', 'Communication', 'Angular', 'Next.js', 'REST APIs', 'HTML', 'Webpack', 'Vue.js', 'Tailwind CSS']",9,3-5,Synthetic
SYN_0293,Software Developer,"['Java', 'Leadership', 'Algorithms', 'Time Management', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Agile', 'Git', 'Data Structures']",10,0-2,Synthetic
SYN_0294,Data Scientist,"['Pandas', 'Data Visualization', 'Scikit-learn', 'Communication', 'PyTorch', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Time Management', 'TensorFlow']",11,8+,Synthetic
SYN_0295,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Excel', 'SQL', 'Critical Thinking', 'Reporting', 'Business Intelligence', 'Looker', 'Data Cleaning']",10,0-2,Synthetic
SYN_0296,Product Manager,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Critical Thinking', 'Time Management', 'Data Analysis', 'User Research', 'Market Research', 'MVP', 'Stakeholder Management']",11,0-2,Synthetic
SYN_0297,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'Leadership', 'Excel', 'Statistics', 'Critical Thinking', 'Power BI', 'Data Cleaning']",9,0-2,Synthetic
SYN_0298,DevOps Engineer,"['AWS', 'Bash', 'Leadership', 'Jenkins', 'CI/CD', 'Python', 'Time Management', 'Grafana', 'Teamwork', 'Docker']",10,5-8,Synthetic
SYN_0299,Data Scientist,"['A/B Testing', 'Pandas', 'Communication', 'Python', 'SQL', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Critical Thinking', 'Adaptability']",12,3-5,Synthetic
SYN_0300,Database Administrator,"['Scripting', 'Linux', 'Replication', 'Problem Solving', 'Communication', 'High Availability', 'Monitoring', 'Critical Thinking', 'MySQL', 'Database Security', 'Query Optimization', 'PostgreSQL']",12,5-8,Synthetic
SYN_0301,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'Spark', 'SQL', 'Deep Learning', 'Adaptability', 'Teamwork']",8,3-5,Synthetic
SYN_0302,Backend Developer,"['Microservices', 'Java', 'Leadership', 'Python', 'Communication', 'API Security', 'Authentication', 'MongoDB', 'Node.js']",9,3-5,Synthetic
SYN_0303,Product Manager,"['Roadmapping', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Agile', 'Product Strategy']",8,5-8,Synthetic
SYN_0304,Backend Developer,"['Microservices', 'Communication', 'Python', 'SQL', 'REST APIs', 'Authentication', 'Creativity', 'MongoDB', 'Docker']",9,3-5,Synthetic
SYN_0305,Frontend Developer,"['CSS', 'Angular', 'Critical Thinking', 'Next.js', 'Webpack', 'Vue.js', 'Adaptability', 'Testing', 'Tailwind CSS']",9,8+,Synthetic
SYN_0306,DevOps Engineer,"['Bash', 'Linux', 'Communication', 'CI/CD', 'Prometheus', 'Python', 'Monitoring', 'Leadership', 'Creativity', 'Grafana']",10,0-2,Synthetic
SYN_0307,Mobile Developer,"['Android', 'Java', 'Kotlin', 'API Integration', 'Flutter', 'Problem Solving', 'Git', 'Swift', 'Creativity', 'Mobile UI', 'React Native']",11,8+,Synthetic
SYN_0308,Product Manager,"['JIRA', 'Customer Discovery', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Creativity', 'Scrum', 'MVP']",11,0-2,Synthetic
SYN_0309,Software Developer,"['Debugging', 'Linux', 'Python', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'REST APIs', 'Creativity', 'Agile', 'Testing']",11,5-8,Synthetic
SYN_0310,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'SQL', 'Critical Thinking', 'Time Management', 'Creativity', 'Business Intelligence', 'Data Cleaning']",12,8+,Synthetic
SYN_0311,Frontend Developer,"['Angular', 'Critical Thinking', 'HTML', 'Webpack', 'REST APIs', 'TypeScript', 'Creativity', 'Testing', 'Tailwind CSS']",9,3-5,Synthetic
SYN_0312,IT Support Specialist,"['Networking Basics', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Time Management']",10,3-5,Synthetic
SYN_0313,Database Administrator,"['Scripting', 'Linux', 'High Availability', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'MySQL', 'Time Management', 'Query Optimization', 'MongoDB', 'Adaptability', 'PostgreSQL']",12,5-8,Synthetic
SYN_0314,Backend Developer,"['Linux', 'Database Design', 'SQL', 'Redis', 'API Security', 'Creativity', 'MongoDB', 'Adaptability', 'Node.js', 'Docker']",10,0-2,Synthetic
SYN_0315,Full Stack Developer,"['Python', 'SQL', 'TypeScript', 'Creativity', 'Adaptability', 'Node.js', 'PostgreSQL', 'Tailwind CSS']",8,5-8,Synthetic
SYN_0316,Software Developer,"['Linux', 'Java', 'Python', 'SQL', 'Agile', 'Adaptability', 'Testing', 'Git', 'Data Structures', 'Teamwork']",10,0-2,Synthetic
SYN_0317,Network Engineer,"['Switching', 'Leadership', 'TCP/IP', 'Network Security', 'VLAN', 'Critical Thinking', 'BGP', 'Wireshark']",8,5-8,Synthetic
SYN_0318,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Statistics', 'ETL', 'Creativity', 'Power BI', 'Teamwork']",10,5-8,Synthetic
SYN_0319,Software Developer,"['Debugging', 'Linux', 'SQL', 'Documentation', 'REST APIs', 'Adaptability', 'Git', 'Teamwork']",8,5-8,Synthetic
SYN_0320,Backend Developer,"['Django', 'Java', 'Database Design', 'Leadership', 'Python', 'Communication', 'API Security', 'Time Management', 'REST APIs', 'Authentication', 'MongoDB', 'Node.js']",12,0-2,Synthetic
SYN_0321,Software Developer,"['Linux', 'Debugging', 'Python', 'Algorithms', 'SQL', 'Version Control', 'Creativity', 'Testing', 'Git', 'Object-Oriented Programming', 'Teamwork']",11,0-2,Synthetic
SYN_0322,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Statistics', 'Reporting', 'Creativity', 'Business Intelligence', 'Power BI', 'Adaptability', 'Looker']",10,0-2,Synthetic
SYN_0323,Software Developer,"['Linux', 'Debugging', 'Leadership', 'Communication', 'Algorithms', 'Documentation', 'Object-Oriented Programming', 'Agile', 'Testing', 'Data Structures']",10,0-2,Synthetic
SYN_0324,IT Support Specialist,"['Linux', 'Problem Solving', 'Printers', 'MacOS', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Adaptability']",8,3-5,Synthetic
SYN_0325,IT Support Specialist,"['Networking Basics', 'Linux', 'Communication', 'Printers', 'Office 365', 'Remote Support', 'MacOS', 'Software Installation', 'Documentation', 'Troubleshooting', 'Creativity', 'Adaptability']",12,3-5,Synthetic
SYN_0326,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Responsive Design', 'JavaScript', 'HTML', 'Webpack', 'Vue.js', 'Adaptability', 'Testing', 'Teamwork']",10,3-5,Synthetic
SYN_0327,Software Developer,"['Python', 'SQL', 'Critical Thinking', 'Documentation', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures', 'Testing', 'Object-Oriented Programming']",10,8+,Synthetic
SYN_0328,Database Administrator,"['Database Design', 'Performance Tuning', 'Monitoring', 'SQL', 'Critical Thinking', 'Backup Recovery', 'Database Security', 'Teamwork']",8,0-2,Synthetic
SYN_0329,Data Scientist,"['A/B Testing', 'Pandas', 'Problem Solving', 'Leadership', 'Python', 'PyTorch', 'Spark', 'Tableau', 'Statistics', 'Big Data', 'Machine Learning', 'Critical Thinking']",12,3-5,Synthetic
SYN_0330,Data Analyst,"['Leadership', 'Python', 'Tableau', 'Statistics', 'Reporting', 'ETL', 'Business Intelligence', 'Data Cleaning', 'Teamwork']",9,3-5,Synthetic
SYN_0331,Frontend Developer,"['UI/UX Principles', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Webpack', 'Creativity', 'Vue.js', 'Testing', 'Git', 'React']",11,8+,Synthetic
SYN_0332,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Leadership', 'Python', 'Excel', 'SQL', 'Statistics', 'Reporting', 'Creativity', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']",13,0-2,Synthetic
SYN_0333,Frontend Developer,"['Problem Solving', 'JavaScript', 'Time Management', 'HTML', 'Webpack', 'Vue.js', 'Testing', 'Git']",8,5-8,Synthetic
SYN_0334,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'JavaScript', 'Teamwork', 'Next.js', 'Time Management', 'HTML', 'TypeScript', 'Vue.js', 'Testing', 'React', 'Tailwind CSS']",13,3-5,Synthetic
SYN_0335,UI/UX Designer,"['Wireframing', 'Figma', 'Illustrator', 'User Flows', 'Time Management', 'Adaptability', 'User Research', 'Visual Design', 'Accessibility']",9,0-2,Synthetic
SYN_0336,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Next.js', 'Time Management', 'Webpack', 'HTML', 'Creativity', 'Git', 'Tailwind CSS']",9,3-5,Synthetic
SYN_0337,Network Engineer,"['Network Monitoring', 'Leadership', 'Routing', 'Network Security', 'Cisco', 'OSPF', 'Time Management', 'DHCP', 'Adaptability', 'VPN', 'Wireshark']",11,3-5,Synthetic
SYN_0338,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'Documentation', 'Agile', 'Testing', 'Git']",10,3-5,Synthetic
SYN_0339,Network Engineer,"['Routing', 'OSPF', 'VLAN', 'Cisco', 'DHCP', 'Firewalls', 'BGP', 'Creativity', 'Adaptability', 'DNS', 'VPN', 'Wireshark']",12,8+,Synthetic
SYN_0340,Backend Developer,"['Django', 'Node.js', 'Database Design', 'Java', 'Problem Solving', 'Python', 'Communication', 'API Security', 'Redis', 'SQL', 'Spring Boot']",11,0-2,Synthetic
SYN_0341,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Tableau', 'Statistics', 'Critical Thinking', 'ETL', 'Business Intelligence', 'Power BI', 'Looker', 'Data Cleaning']",12,0-2,Synthetic
SYN_0342,Backend Developer,"['Linux', 'Database Design', 'Problem Solving', 'Communication', 'API Security', 'Time Management', 'Authentication', 'MongoDB', 'Node.js']",9,3-5,Synthetic
SYN_0343,UI/UX Designer,"['Figma', 'Prototyping', 'Communication', 'Leadership', 'Sketch', 'Critical Thinking', 'Interaction Design', 'Accessibility', 'Information Architecture']",9,5-8,Synthetic
SYN_0344,DevOps Engineer,"['Scripting', 'Communication', 'CI/CD', 'Prometheus', 'Leadership', 'Monitoring', 'Adaptability', 'Kubernetes', 'Git', 'Ansible']",10,0-2,Synthetic
SYN_0345,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'SQL', 'Tableau', 'Critical Thinking', 'Reporting', 'Business Intelligence', 'Looker', 'Data Cleaning', 'Teamwork']",12,0-2,Synthetic
SYN_0346,Product Manager,"['Roadmapping', 'Communication', 'Scrum', 'Market Research', 'Agile', 'Creativity', 'MVP', 'Product Strategy']",8,8+,Synthetic
SYN_0347,Backend Developer,"['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Problem Solving', 'Leadership', 'SQL', 'Redis', 'Authentication', 'Spring Boot', 'Node.js']",13,3-5,Synthetic
SYN_0348,Network Engineer,"['Switching', 'Leadership', 'TCP/IP', 'Network Security', 'OSPF', 'VLAN', 'Creativity', 'BGP', 'DNS']",9,3-5,Synthetic
SYN_0349,Software Developer,"['Java', 'Leadership', 'Python', 'Critical Thinking', 'Version Control', 'Documentation', 'REST APIs', 'Adaptability', 'Git', 'Object-Oriented Programming']",10,0-2,Synthetic
SYN_0350,Software Developer,"['Java', 'Communication', 'Python', 'Leadership', 'JavaScript', 'SQL', 'Version Control', 'Documentation', 'Agile', 'Adaptability', 'Testing', 'Object-Oriented Programming']",12,3-5,Synthetic
SYN_0351,DevOps Engineer,"['AWS', 'Communication', 'CI/CD', 'Prometheus', 'Jenkins', 'Time Management', 'Kubernetes', 'Grafana', 'Git']",9,0-2,Synthetic
SYN_0352,UI/UX Designer,"['Figma', 'Prototyping', 'Photoshop', 'Critical Thinking', 'Time Management', 'Adobe XD', 'User Research', 'Accessibility', 'Teamwork']",9,3-5,Synthetic
SYN_0353,Backend Developer,"['Microservices', 'Django', 'Database Design', 'Java', 'API Security', 'Time Management', 'REST APIs', 'Creativity', 'Node.js']",9,0-2,Synthetic
SYN_0354,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Risk Assessment', 'Communication', 'Creativity', 'Cryptography', 'Adaptability', 'Penetration Testing', 'Wireshark']",13,3-5,Synthetic
SYN_0355,Software Developer,"['Linux', 'Java', 'Python', 'Algorithms', 'SQL', 'Critical Thinking', 'Version Control', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures']",11,0-2,Synthetic
SYN_0356,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Next.js', 'Webpack', 'REST APIs', 'TypeScript', 'Adaptability', 'Git', 'React']",9,5-8,Synthetic
SYN_0357,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Leadership', 'Excel', 'SQL', 'Tableau', 'Critical Thinking', 'Reporting', 'Business Intelligence', 'Power BI', 'Data Cleaning']",12,3-5,Synthetic
SYN_0358,Cybersecurity Analyst,"['Python', 'Network Security', 'Firewalls', 'Incident Response', 'Security Audits', 'Adaptability', 'Penetration Testing', 'Teamwork', 'Wireshark']",9,0-2,Synthetic
SYN_0359,Cloud Engineer,"['Networking', 'Linux', 'Problem Solving', 'CI/CD', 'Google Cloud', 'Monitoring', 'Critical Thinking', 'Time Management', 'Kubernetes', 'Security']",10,0-2,Synthetic
SYN_0360,DevOps Engineer,"['AWS', 'Bash', 'Prometheus', 'Jenkins', 'Monitoring', 'Critical Thinking', 'Terraform', 'Git', 'Teamwork', 'Ansible']",10,5-8,Synthetic
SYN_0361,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'Webpack', 'Creativity', 'Vue.js', 'Tailwind CSS']",10,0-2,Synthetic
SYN_0362,Data Scientist,"['A/B Testing', 'Data Visualization', 'Scikit-learn', 'Leadership', 'PyTorch', 'Communication', 'SQL', 'Spark', 'Deep Learning', 'Big Data', 'Tableau', 'Critical Thinking', 'TensorFlow']",13,5-8,Synthetic
SYN_0363,Cloud Engineer,"['Networking', 'Serverless', 'Problem Solving', 'Google Cloud', 'Azure', 'Monitoring', 'Teamwork', 'Adaptability', 'Kubernetes', 'Infrastructure as Code']",10,5-8,Synthetic
SYN_0364,Data Scientist,"['Data Visualization', 'Pandas', 'Communication', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Critical Thinking', 'Creativity', 'TensorFlow']",10,3-5,Synthetic
SYN_0365,Backend Developer,"['Linux', 'Python', 'API Security', 'Time Management', 'Authentication', 'Creativity', 'MongoDB', 'Node.js']",8,3-5,Synthetic
SYN_0366,Cloud Engineer,"['AWS', 'Serverless', 'Networking', 'Leadership', 'CI/CD', 'Communication', 'Monitoring', 'Terraform', 'Adaptability', 'Kubernetes', 'Infrastructure as Code']",11,8+,Synthetic
SYN_0367,Frontend Developer,"['Leadership', 'JavaScript', 'Time Management', 'Webpack', 'TypeScript', 'Vue.js', 'Git', 'Tailwind CSS']",8,8+,Synthetic
SYN_0368,Software Developer,"['Linux', 'Java', 'Communication', 'Leadership', 'Algorithms', 'JavaScript', 'Object-Oriented Programming', 'Testing', 'Data Structures', 'Teamwork']",10,3-5,Synthetic
SYN_0369,Product Manager,"['Customer Discovery', 'Leadership', 'Product Metrics', 'Time Management', 'Data Analysis', 'Market Research', 'Agile', 'Creativity', 'MVP']",9,0-2,Synthetic
SYN_0370,Product Manager,"['JIRA', 'Stakeholder Management', 'Communication', 'Leadership', 'Data Analysis', 'User Research', 'Agile', 'MVP', 'Product Strategy', 'Teamwork']",10,0-2,Synthetic
SYN_0371,Cloud Engineer,"['AWS', 'Serverless', 'Linux', 'Leadership', 'Python', 'Azure', 'Critical Thinking', 'Terraform', 'Creativity', 'Kubernetes', 'Security', 'Docker']",12,5-8,Synthetic
SYN_0372,UI/UX Designer,"['Figma', 'Leadership', 'Illustrator', 'Sketch', 'User Research', 'Usability Testing', 'User Flows', 'Interaction Design', 'Information Architecture', 'Teamwork']",10,3-5,Synthetic
SYN_0373,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'NumPy', 'Scikit-learn', 'Communication', 'PyTorch', 'Python', 'Spark', 'SQL', 'Teamwork']",11,3-5,Synthetic
SYN_0374,Software Developer,"['Java', 'JavaScript', 'Critical Thinking', 'Version Control', 'REST APIs', 'Object-Oriented Programming', 'Git', 'Data Structures', 'Teamwork']",9,5-8,Synthetic
SYN_0375,Software Developer,"['Linux', 'Java', 'Problem Solving', 'Communication', 'Python', 'Algorithms', 'Version Control', 'Documentation', 'Git', 'Object-Oriented Programming', 'Teamwork']",11,8+,Synthetic
SYN_0376,QA Tester,"['API Testing', 'SQL', 'Teamwork', 'Selenium', 'Time Management', 'Postman', 'Test Planning', 'Creativity', 'Bug Tracking', 'Performance Testing', 'Cypress']",11,5-8,Synthetic
